Agent 1,Agent 2,Agent 3,Agent 4,Agent 5,Agent 6,Agent 7,Agent 8,Agent 9,Agent 10
27.0,13.0,13.0,13.0,17.0,21.0,23.0,29.0,14.0,11.0
23.0,16.0,41.0,14.0,12.0,45.0,29.0,11.0,15.0,17.0
23.0,21.0,10.0,9.0,16.0,19.0,28.0,60.0,26.0,19.0
14.0,43.0,14.0,18.0,12.0,16.0,21.0,27.0,35.0,22.0
18.0,13.0,17.0,13.0,11.0,10.0,16.0,18.0,24.0,12.0
18.0,17.0,12.0,19.0,13.0,11.0,14.0,28.0,22.0,16.0
12.0,15.0,33.0,32.0,15.0,14.0,22.0,31.0,10.0,41.0
18.0,33.0,12.0,15.0,32.0,16.0,54.0,20.0,11.0,14.0
13.0,10.0,16.0,9.0,13.0,24.0,24.0,24.0,34.0,17.0
23.0,19.0,19.0,25.0,12.0,25.0,12.0,19.0,25.0,20.0
22.0,13.0,15.0,16.0,29.0,18.0,13.0,14.0,14.0,19.0
25.0,18.0,19.0,18.0,47.0,12.0,19.0,17.0,22.0,20.0
19.0,28.0,10.0,26.0,31.0,25.0,19.0,18.0,11.0,18.0
12.0,13.0,42.0,13.0,32.0,42.0,15.0,23.0,21.0,14.0
41.0,37.0,13.0,20.0,15.0,14.0,14.0,24.0,19.0,16.0
28.0,13.0,27.0,15.0,22.0,39.0,10.0,29.0,13.0,16.0
25.0,12.0,19.0,26.0,23.0,21.0,27.0,28.0,12.0,16.0
49.0,11.0,12.0,49.0,9.0,37.0,18.0,37.0,14.0,14.0
16.0,13.0,34.0,11.0,51.0,19.0,12.0,21.0,62.0,19.0
24.0,36.0,18.0,26.0,23.0,16.0,17.0,12.0,58.0,13.0
24.0,11.0,35.0,31.0,38.0,28.0,18.0,79.0,11.0,15.0
14.0,24.0,19.0,13.0,37.0,17.0,43.0,26.0,44.0,10.0
35.0,12.0,14.0,13.0,52.0,14.0,20.0,29.0,12.0,12.0
18.0,31.0,24.0,17.0,38.0,8.0,67.0,10.0,8.0,10.0
10.0,26.0,17.0,15.0,64.0,17.0,16.0,14.0,15.0,21.0
